0.31792772	-0.2956854	0.09621896	0.20517284	-0.06702646	-0.25042087	0.2660724	-0.2505144	-0.24932806	-0.21716462	-0.30727452	-0.026574925	0.19831775	0.33799177	0.053487007	-0.030174715
0.30242872	-0.5596088	0.4015726	0.061629362	0.19661967	0.013110579	-0.018417276	-0.50317013	-0.46091565	-0.15226325	0.064303614	-0.21168976	0.37211227	0.7441425	0.08582954	0.50121135
0.6069265	-0.12835905	-0.0470911	0.091614395	-0.24821204	0.21008694	0.660449	-0.2657589	0.43856207	-0.21762978	-0.15635452	0.13169536	0.13598047	0.047683623	0.05969865	-0.52735966
0.19881718	-0.047876496	-0.31848034	0.29036087	-0.06630252	-0.29135573	0.24176271	-0.18545227	-0.03154194	-0.12998624	-0.4351938	0.2514877	0.18624114	-0.068384945	0.07969075	-0.36450726
0.123672426	-0.10747041	-0.17545594	0.22111076	-0.36518085	-0.38211948	0.26995805	0.15518957	-0.14363785	-0.16098897	-0.2754067	0.07413092	0.0027714544	-0.08704021	-0.33027986	-0.10048987
0.90218085	0.15343243	-0.2853282	-0.09648507	-0.18711309	0.81348693	0.95374733	-0.51866263	0.82143265	-0.14019407	-0.09123717	0.3728835	-0.010857199	-0.29475704	0.2762602	-0.9603972
0.2062457	-0.21631037	0.17824869	-0.09181441	0.2794422	-0.0013982963	0.10439983	-0.37664312	-0.35120118	-0.184827	-0.21215218	-0.05216807	0.27751073	0.4144861	0.29422176	0.17872109
0.33330894	-0.060032096	0.17894629	-0.01865043	-0.19812563	-0.02998082	0.32869515	-0.11923886	-0.09728087	-0.26847297	-0.09804802	-0.23583053	-0.06773328	0.33521974	0.0072020716	-0.09337674
0.648082	0.4281527	-0.269111	0.24390422	-0.7571835	-0.081982814	0.8837502	0.37369302	0.6067651	-0.29337275	-0.32911643	0.07979908	-0.43195683	-0.61232865	-0.49059117	-1.0567003
0.40726763	0.04447218	-0.013743042	-0.03859505	0.03302814	0.18316174	0.39555475	-0.4530381	0.10724487	-0.19484709	-0.20495032	0.120535746	0.12258267	0.10961702	0.24258693	-0.41854474
0.3802345	0.40349713	0.23627275	-0.6135999	0.38387728	0.30031297	0.34780216	-0.42832947	-0.7143071	-0.5688758	-0.10939513	-0.29777986	-0.23517168	0.79216933	0.3875058	-0.06571647
0.272674	0.2995293	0.33758885	-0.11727887	-0.6330202	-0.27915075	0.48413053	0.517429	-0.44348463	-0.6104828	-0.18731661	-0.6200692	-0.51227367	0.4260283	-0.41448727	0.12477922
-0.1231898	0.20253916	-0.37983418	0.44485542	-0.68845224	-0.5990775	0.23260748	0.6498033	-0.1855016	-0.12208428	-0.5596633	-0.046399716	-0.105622865	-0.5186388	-0.7324948	-0.20629185
0.24092115	-0.61411357	0.21516739	0.24977358	0.18341525	-0.016358076	-0.055028237	-0.4502385	-0.18694665	0.091993116	0.044661097	-0.010915628	0.4846339	0.43996823	0.09060879	0.36951324
-0.2561011	-0.6804718	-0.13914171	0.5984539	0.07458347	-0.4047815	-0.42914584	-0.03556712	-0.3306888	0.56214136	-0.20119853	0.20386355	0.5336959	-0.17295997	-0.32639608	0.55718803
0.11071538	-0.52932996	0.41753155	0.34164417	-0.19779702	-0.15718494	-0.08866836	-0.02966385	-0.3727188	0.07690124	0.1421284	-0.35983774	0.20577416	0.5180812	-0.39911598	0.66395986
-0.06506992	-0.5784316	0.2890716	0.49434572	-0.41053453	-0.3053426	-0.082311034	0.31589925	-0.18168038	0.2954632	0.15294237	-0.23749904	0.25605187	-0.006071655	-0.6946788	0.53373516
-0.005274879	-0.54571104	-0.10302545	0.49457172	0.20926975	-0.19898543	-0.16640855	-0.3801092	-0.06369484	0.31860867	-0.20758475	0.32790455	0.5399136	-0.045623578	0.022054207	0.15639117
0.8909056	-0.17192101	-0.88470757	0.18405926	0.82787853	1.059975	0.6472975	-0.9923283	0.7800927	0.25901553	-0.305782	0.91474473	0.7925592	-0.4155342	0.8204892	-0.95151716
-0.20706412	0.27721825	-0.56220394	0.08449804	0.107363984	-0.46112418	-0.027339628	0.13189597	-0.60861814	-0.40011436	-0.72579706	0.018919894	-0.026608903	0.08174269	0.20853628	0.0062562823
